agency_id,agency_title,agency_status,location,agency_start,agency_end,function_start,function_end
CA 2760,"Department of Employment and Youth Affairs, Regional Administration, South Australia",Regional or State Office,South Australia,1978-12-05,1982-05-07,1978-12-05,1982-05-07
CA 2761,"Department of Employment and Youth Affairs, Regional Administration, Brisbane, Queensland",Regional or State Office,Queensland,1980-04-01,1982-05-07,1980-04-01,1982-05-07
CA 2762,"Department of Employment and Youth Affairs, Regional Administration, Western Australia",Regional or State Office,Western Australia,1978-12-05,1982-05-07,1978-12-05,1982-05-07
CA 2763,"Department of Employment and Youth Affairs, Regional Administration, Northern Territory",Regional or State Office,Northern Territory,1978-12-05,1982-05-07,1978-12-05,1982-05-07
CA 2764,"Department of Employment and Youth Affairs, Regional Administration, New South Wales",Regional or State Office,New South Wales,1978-12-05,1982-05-07,1978-12-05,1982-05-07
CA 2814,"Commonwealth Employment Service, Townsville [Queensland]",Local Office,Queensland,1946-01-01,1994-07-01,1946-01-01,1994-07-01
CA 2895,"Department of Labour and National Service, Branch Office/Regional Administration, South Australia",Regional or State Office,South Australia,,1972-12-19,1941-06-01,1972-12-19
CA 2967,"Employment Division [II], Branch Office, Victoria, Department of Labour and National Service",Regional or State Office,Victoria,1946-03-01,1953-03-31,1946-03-01,1953-03-31
CA 3233,New South Wales Committee on Discrimination in Employment and Occupation,Regional or State Office,New South Wales,1973-05-23,1986-12-10,1973-05-23,1986-12-10
CA 3245,"Mercantile Marine Office/(by 01 Jan 1989) Marine Crews Office, Sydney [New South Wales]",Regional or State Office,New South Wales,1922-03-01,1998-03-01,1922-03-01,1998-03-01
CA 3264,"Department of Employment and Youth Affairs, Regional Administration, Victoria",Regional or State Office,Victoria,1978-12-05,1982-05-07,1978-12-05,1982-05-07
CA 3296,South Yarra Work Preparation Centre [Victoria],Local Office,Victoria,1973-08-01,,1973-08-01,
CA 3642,"Local Trades Committee/(from 1996) Trades Recognition Australia, New South Wales",Regional or State Office,New South Wales,1946-09-20,,1946-09-20,2011
CA 3643,"Local Trades Committee, Western Australia",Regional or State Office,Western Australia,1946-08-15,1996-07-01,1946-08-15,1996-07-01
CA 3644,"Local Trades Committee, Tasmania",Regional or State Office,Tasmania,1946-08-15,,1946-08-15,2011
CA 3645,"Local Trades Committee, Victoria",Regional or State Office,Victoria,1946-08-15,,1946-08-15,2011
CA 3646,"Local Trades Committees, South Australia",Regional or State Office,South Australia,1946-08-15,,1946-08-15,2011
CA 3647,"Local Trades Committee, Queensland",Regional or State Office,Queensland,1946-08-15,,1946-08-15,2011
CA 3884,"Mercantile Marine Office/ (by 1989) Marine Crews Office, Port Kembla [New South Wales]",Local Office,New South Wales,1922-07-01,,1922-07-01,1994-06-30
CA 4001,"State Secretary, Women's Employment Board, New South Wales",Regional or State Office,New South Wales,1944-01-01,1944-10-11,1944-01-01,1944-10-11
CA 4195,Tasmanian Committee on Discrimination in Employment and Occupation,Regional or State Office,Tasmania,1974-03-01,,1974-03-01,
CA 4255,"Commonwealth Employment Service, Beverley [South Australia]",Local Office,South Australia,1979-01-01,1989-12-31,1979-01-01,1989-12-31
CA 4256,"Commonwealth Employment Service, Ceduna [South Australia]",Local Office,South Australia,1982-01-01,1998-04-30,1982-01-01,1998-04-30
CA 4257,"Commonwealth Employment Service, Croydon Park [South Australia]",Local Office,South Australia,1978-01-01,1998-04-30,1978-01-01,1998-04-30
CA 4258,"Commonwealth Employment Service, Brighton [South Australia]",Local Office,South Australia,1981-01-01,1989-12-31,1981-01-01,1989-12-31
CA 4259,"Commonwealth Employment Service, Gawler [South Australia]",Local Office,South Australia,1948-01-01,1998-04-30,1948-01-01,1998-04-30
CA 4260,"Commonwealth Employment Service, Glenelg [South Australia]",Local Office,South Australia,1970-01-01,1998-04-30,1970-01-01,1998-04-30
CA 4261,"Commonwealth Employment Service, Adelaide [South Australia]",Local Office,South Australia,1946-01-01,1998-04-30,1946-01-01,1998-04-30
CA 4262,"Commonwealth Employment Service, King William Street [South Australia]",Local Office,South Australia,1980-01-01,1998-04-30,1980-01-01,1998-04-30
CA 4263,"Commonwealth Employment Service, Mile End [South Australia]",Local Office,South Australia,1980-01-01,1998-04-30,1980-01-01,1998-04-30
CA 4264,"Commonwealth Employment Service, Modbury [South Australia]",Local Office,South Australia,1983-01-01,1998-04-30,1983-01-01,1998-04-30
CA 4265,"Commonwealth Employment Service, Morphett Vale [South Australia]",Local Office,South Australia,1974-01-01,1989-12-31,1974-01-01,1989-12-31
CA 4266,"Commonwealth Employment Service, Mount Gambier [South Australia]",Local Office,South Australia,1948-01-01,1998-04-30,1948-01-01,1998-04-30
CA 4267,"Commonwealth Employment Service, Salisbury [South Australia]",Local Office,South Australia,1977-01-01,1998-04-30,1977-01-01,1998-04-30
CA 4268,"Commonwealth Employment Service, Whyalla [South Australia]",Local Office,South Australia,1966-01-01,1998-04-30,1966-01-01,1998-04-30
CA 4269,"Commonwealth Employment Service, Edwardstown [South Australia]",Local Office,South Australia,1961-01-01,1998-04-30,1961-01-01,1998-04-30
CA 4270,"Commonwealth Employment Service, Elizabeth [South Australia]",Local Office,South Australia,1961-01-01,1998-04-30,1961-01-01,1998-04-30
CA 4271,"Commonwealth Employment Service, Campbelltown [South Australia]",Local Office,South Australia,1977-01-01,1987-12-31,1977-01-01,1987-12-31
CA 4272,"Commonwealth Employment Service, Enfield [South Australia]",Local Office,South Australia,1964-01-01,1998-04-30,1964-01-01,1998-04-30
CA 4273,"Commonwealth Employment Service, Murray Bridge [South Australia]",Local Office,South Australia,1948-01-01,1998-04-30,1948-01-01,1998-04-30
CA 4274,"Commonwealth Employment Service, Noarlunga Centre [South Australia]",Local Office,South Australia,1980-01-01,1998-04-30,1980-01-01,1998-04-30
CA 4275,"Commonwealth Employment Service, Norwood [South Australia]",Local Office,South Australia,1965-01-01,1998-04-30,1965-01-01,1998-04-30
CA 4276,"Commonwealth Employment Service, Port Adelaide [South Australia]",Local Office,South Australia,1946-01-01,1998-04-30,1946-01-01,1998-04-30
CA 4277,"Commonwealth Employment Service, Port Augusta [South Australia]",Local Office,South Australia,1948-01-01,1998-04-30,1948-01-01,1998-04-30
CA 4278,"Commonwealth Employment Service, Port Lincoln [South Australia]",Local Office,South Australia,1948-01-01,1998-04-30,1948-01-01,1998-04-30
CA 4279,"Commonwealth Employment Service, Port Pirie [South Australia]",Local Office,South Australia,1948-01-01,1998-04-30,1948-01-01,1998-04-30
CA 4280,"Commonwealth Employment Service, Renmark [South Australia]",Local Office,South Australia,1957-01-01,1987-12-31,1957-01-01,1987-12-31
CA 4281,"Commonwealth Employment Service, Unley [South Australia]",Local Office,South Australia,1967-01-01,1988-12-31,1967-01-01,1988-12-31
CA 4282,"Commonwealth Employment Service, Northern Zone Office, South Australia (from 20 May 1992 Department of Employment, Education and Training, Area North Office)",Local Office,South Australia,1980-04-01,1994-07-01,1980-04-01,1994-07-01
CA 4283,"Commonwealth Employment Service, Central Zone Office, South Australia",Head Office,South Australia,1980-04-01,1998-04-30,1980-04-01,1998-04-30
CA 4284,"Commonwealth Employment Service, Southern Zone Office, South Australia",Local Office,South Australia,1980-04-01,1998-04-30,1980-04-01,1998-04-30
CA 4547,Victorian Committee on Discrimination in Employment and Occupation,Regional or State Office,Victoria,1974-03-01,,1974-03-01,
CA 4639,Queensland Committee on Discrimination in Employment and Occupation,Regional or State Office,Queensland,1973-06-01,1986-12-31,1973-06-01,1986-12-25
CA 4704,"Deputy Director-General of Manpower, South Australia",Regional or State Office,South Australia,1942-01-01,,1942-01-01,1946-04-01
CA 4715,South Australian Committee on Discrimination in Employment and Occupation,Regional or State Office,South Australia,1973-06-01,1988-02-29,1973-06-01,1988-02-29
CA 4827,Western Australian Committee on Discrimination in Employment and Occupation,Regional or State Office,Western Australia,1973-01-01,1987-12-31,1973-01-01,1987-12-31
CA 4961,Northern Territory Committee on Discrimination in Employment and Occupation/ and (by 1984) Sex Discrimination Enquiries Office,Head Office,Northern Territory,1979-01-01,1986-07-28,1979-01-01,1986-07-28
CA 5002,"Commonwealth Employment Service, Ayr [Queensland]",Local Office,Queensland,1946-01-01,1994-07-01,1946-01-01,1994-07-01
CA 5018,"Commonwealth Employment Service, Cairns [Queensland]",Local Office,Queensland,1946-01-01,1994-07-01,1946-01-01,1994-07-01
CA 5019,"Commonwealth Employment Service, Westcourt [Queensland]",Local Office,Queensland,1985-06-13,1994-07-01,1985-06-13,1994-07-01
CA 5020,"Commonwealth Employment Service, Atherton [Queensland]",Local Office,Queensland,,1994-07-01,1974-03-01,1994-07-01
CA 5021,"Commonwealth Employment Service, Mareeba [Queensland]",Local Office,Queensland,1979-08-01,1994-07-01,1979-08-01,1994-07-01
CA 5022,"Commonwealth Employment Service, Innisfail [Queensland]",Local Office,Queensland,1974-07-01,1994-07-01,1974-07-01,1990-09-06
CA 5039,"Commonwealth Employment Service, Thursday Island [Queensland]",Local Office,Queensland,1984-10-24,1994-07-01,1984-10-24,1994-07-01
CA 5054,"Commonwealth Employment Service, Mt Isa [Queensland]",Local Office,Queensland,1969-01-01,1994-07-01,1969-01-01,1994-07-01
CA 5059,"Commonwealth Employment Service, Mackay [Queensland]",Local Office,Queensland,1958-01-01,1994-07-01,1958-01-01,1994-07-01
CA 5087,"Commonwealth Employment Service, Aitkenvale [Queensland]",Local Office,Queensland,1979-02-05,1994-07-01,1979-02-05,1994-07-01
CA 5096,"Commonwealth Employment Service, Ingham [Queensland]",Local Office,Queensland,1946-01-01,1994-07-01,1946-01-01,1994-07-01
CA 5097,"Department of Employment and Youth Affairs, Zone Office, Townsville/ (from 1982) ""...""/ (from 1987) Department of Employment, Education and Training, Zone Office, Townsville",Local Office,Queensland,1980-01-01,1990-01-31,1980-01-01,1990-01-31
CA 5170,"Commonwealth Employment Service, Warradale [South Australia]",Local Office,South Australia,1978-01-01,1980-12-31,1978-01-01,1980-12-31
CA 5172,"District Employment Office, Barmera [South Australia]",Local Office,South Australia,1948-01-01,1957-01-01,1948-01-01,1956-12-31
CA 5173,"District Employment Office, Clare [South Australia]",Local Office,South Australia,1948-01-01,1953-12-31,1948-01-01,1953-12-31
CA 5174,"District Employment Office, Peterborough [South Australia]",Local Office,South Australia,1948-01-01,1953-12-31,1948-01-01,1953-12-31
CA 5175,"District Employment Office, Victor Harbor [South Australia]",Local Office,South Australia,1948-01-01,1949-12-31,1948-01-01,1949-12-31
CA 5176,"District Employment Office, Wallaroo [South Australia]",Local Office,South Australia,1948-01-01,1953-12-31,1948-01-01,1953-12-31
CA 5177,"Commonwealth Employment Service, Woodside [South Australia]",Local Office,South Australia,1949-01-01,1950-12-31,1949-01-01,1950-12-31
CA 5179,"Commonwealth Employment Service, Ingle Farm [South Australia]",Local Office,South Australia,1984-09-30,1990-08-31,1984-09-30,1990-08-31
CA 5193,"Professional Employment Service, Adelaide [South Australia]",Local Office,South Australia,1984-02-01,,1984-02-01,1990-12-31
CA 5222,"Local Trades Committee, Darwin",Local Office,Northern Territory,1987-01-01,,1987-01-01,2011
CA 5223,"Commonwealth Employment Service, Palmerston [Northern Territory]",Local Office,Northern Territory,1987-01-01,1992-08-01,1987-01-01,1992-08-01
CA 5224,"Commonwealth Employment Service, Darwin",Local Office,Northern Territory,1987-01-01,1992-08-01,1987-01-01,1992-08-01
CA 5225,"Commonwealth Employment Service, Casuarina [Northern Territory]",Local Office,Northern Territory,1987-01-01,1992-08-01,1987-01-01,1992-08-01
CA 5226,"Commonwealth Employment Service, Alice Springs [Northern Territory]",Local Office,Northern Territory,1987-01-01,1987-07-24,1987-01-01,1987-07-24
CA 5227,"Commonwealth Employment Service, Katherine [Northern Territory]",Local Office,Northern Territory,1987-01-01,1987-07-24,1987-01-01,1987-07-24
CA 5228,"Commonwealth Employment Service, Tennant Creek [Northern Territory]",Local Office,Northern Territory,1987-01-01,1987-07-24,1987-01-01,1987-07-24
CA 5354,"Department of Employment and Industrial Relations [II], Central Zone Office, Brisbane [Queensland]",Regional or State Office,Queensland,1984-10-01,1987-07-24,1984-10-01,1987-07-24
CA 5355,"Department of Employment and Industrial Relations [II], North Brisbane Zone Office [Queensland]",Local Office,Queensland,1982-05-07,1987-07-24,1982-05-07,1987-07-24
CA 5356,"Department of Employment and Industrial Relations [II], South Brisbane Zone Office [Queensland]",Local Office,Queensland,1982-05-07,1987-07-24,1982-05-07,1987-07-24
CA 5357,"Department of Employment and Industrial Relations [II], Ipswich Zone Office/ (from 1984) Western Zone Office [Queensland]",Local Office,Queensland,1982-05-07,1987-07-24,1982-05-07,1987-07-24
CA 5358,"Commonwealth Employment Service, Alderley [Queensland]",Local Office,Queensland,1974-01-01,1994-08-15,1974-01-01,1994-08-15
CA 5359,"Commonwealth Employment Service, Moorooka [Queensland]",Local Office,Queensland,1976-03-15,1998-04-30,1976-03-15,1998-04-30
CA 5360,"Commonwealth Employment Service, Brisbane [Queensland]",Local Office,Queensland,1958-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5482,"Office of the Commissioner for Employees' Compensation, Victorian Branch Office",Regional or State Office,Victoria,,,1985-08-01,1988-06-30
CA 5485,"Commonwealth Employment Service, Victoria, Northern Country Zone Office",Local Office,Victoria,1978-01-01,1994-06-30,1978-01-01,
CA 5486,"Commonwealth Employment Service, Victoria, Western Country Zone Office",Local Office,Victoria,1978-01-01,1998-04-30,1978-01-01,1998-04-30
CA 5487,"Commonwealth Employment Service, Victoria, South Eastern Zone Office",Local Office,Victoria,1978-01-01,1994-06-30,1978-01-01,
CA 5488,"Commonwealth Employment Service, Victoria, Western Metropolitan Zone Office",Local Office,Victoria,1978-01-01,1994-06-30,1978-01-01,
CA 5489,"Commonwealth Employment Service, Victoria, Eastern Zone Office",Local Office,Victoria,1978-01-01,1994-06-30,1978-01-01,
CA 5490,"Commonwealth Employment Service, Victoria, Central Zone Office",Regional or State Office,Victoria,1978-01-01,1994-06-30,1978-01-01,
CA 5491,"Commonwealth Employment Service, Victoria, Northern Metropolitan Zone Office.",Local Office,Victoria,1978-01-01,1994-06-30,1978-01-01,
CA 5492,"Commonwealth Employment Service, Victoria, Southern Zone Office",Local Office,Victoria,1978-01-01,1994-06-30,1978-01-01,
CA 5610,"Career Reference Centre, (from 1997) Career Information Centre, Perth, Western Australia",Local Office,Western Australia,1973-05-22,1998-04-30,1973-05-22,1998-04-30
CA 5612,"Professional Employment Service, Western Australia",Regional or State Office,Western Australia,1983-01-01,1997-08-04,1983-01-01,1997-08-04
CA 5613,"Commonwealth Employment Service, Central Northern Zone Office, Western Australia",Regional or State Office,Western Australia,1981-01-01,1990-03-01,1981-01-01,1990-03-01
CA 5614,"Commonwealth Employment Service, Eastern Zone Office, Western Australia",Regional or State Office,Western Australia,1982-01-01,1990-03-01,1982-01-01,1990-03-01
CA 5615,"Commonwealth Employment Service, Southern Zone Office , Western Australia",Regional or State Office,Western Australia,1981-01-01,1990-03-01,1981-01-01,1990-03-01
CA 5616,"Commonwealth Employment Service, Booragoon Job Centre, Western Australia",Local Office,Western Australia,1985-01-01,1998-04-30,1985-01-01,1998-04-30
CA 5617,"Commonwealth Employment Service, Cannington Job Centre, Western Australia",Local Office,Western Australia,1981-01-01,1998-04-30,1981-01-01,1998-04-30
CA 5618,"Commonwealth Employment Service, Claremont Job Centre, Western Australia",Local Office,Western Australia,1983-01-01,1998-04-30,1983-01-01,1998-04-30
CA 5619,"Commonwealth Employment Service, Fremantle Job Centre, Western Australia",Local Office,Western Australia,1985-01-01,1998-04-30,1985-01-01,1998-04-30
CA 5620,"Commonwealth Employment Service, Gosnells Job Centre, Western Australia",Local Office,Western Australia,1980-01-01,1998-04-30,1980-01-01,1998-04-30
CA 5621,"Commonwealth Employment Service, Balcatta Job Centre, Western Australia",Local Office,Western Australia,1983-01-01,1998-04-30,1983-01-01,1998-04-30
CA 5622,"Commonwealth Employment Service, Innaloo Job Centre, Western Australia",Local Office,Western Australia,1980-01-01,1998-04-30,1980-01-01,1998-04-30
CA 5623,"Commonwealth Employment Service, Kwinana Job Centre, Western Australia",Local Office,Western Australia,1984-01-01,1998-04-30,1984-01-01,1998-04-30
CA 5624,"Commonwealth Employment Service, Midland Job Centre, Western Australia",Local Office,Western Australia,1983-01-01,1998-04-30,1983-01-01,1998-04-30
CA 5625,"Commonwealth Employment Service, Mirrabooka Job Centre, Western Australia",Local Office,Western Australia,1979-01-01,1998-04-30,1979-01-01,1998-04-30
CA 5626,"Commonwealth Employment Service, Morley Job Centre, Western Australia",Local Office,Western Australia,1982-01-01,1998-04-30,1982-01-01,1998-04-30
CA 5627,"Commonwealth Employment Service, Mt Hawthorn Job Centre, Western Australia",Local Office,Western Australia,1986-01-01,1998-04-30,1986-01-01,1998-04-30
CA 5628,"Commonwealth Employment Service, Perth Job Centre, Western Australia",Local Office,Western Australia,1977-01-01,1998-04-30,1977-01-01,1998-04-30
CA 5629,"Commonwealth Employment Service, Rockingham Job Centre, Western Australia",Local Office,Western Australia,1983-01-01,1998-04-30,1983-01-01,1998-04-30
CA 5630,"Commonwealth Employment Service, Victoria Park Job Centre, Western Australia",Local Office,Western Australia,1983-01-01,1998-04-30,1983-01-01,1998-04-30
CA 5631,"Commonwealth Employment Service, City West Job Centre, Western Australia",Local Office,Western Australia,1982-01-01,1998-04-30,1982-01-01,1998-04-30
CA 5632,"Commonwealth Employment Service, Warwick Job Centre, Western Australia",Local Office,Western Australia,1985-01-01,1988-08-31,1985-01-01,1988-08-31
CA 5633,"Commonwealth Employment Service, Albany Job Centre, Western Australia",Local Office,Western Australia,1984-01-01,1998-04-30,1984-01-01,1998-04-30
CA 5634,"Commonwealth Employment Service, Broome Job Centre, Western Australia",Local Office,Western Australia,1979-01-01,1998-04-30,1979-01-01,1998-04-30
CA 5635,"Commonwealth Employment Service, Bunbury Job Centre, Western Australia",Local Office,Western Australia,1980-01-01,1998-04-30,1980-01-01,1998-04-30
CA 5636,"Commonwealth Employment Service, Carnarvon Job Centre, Western Australia",Local Office,Western Australia,1985-01-01,1998-04-30,1985-01-01,1998-04-30
CA 5637,"Commonwealth Employment Service, Collie Job Centre, Western Australia",Local Office,Western Australia,1983-01-01,1998-04-30,1983-01-01,1998-04-30
CA 5638,"Commonwealth Employment Service, Esperance Job Centre, Western Australia",Local Office,Western Australia,1984-01-01,1998-04-30,1984-01-01,1998-04-30
CA 5639,"Commonwealth Employment Service, Geraldton Job Centre, Western Australia",Local Office,Western Australia,1986-01-01,1998-04-30,1986-01-01,1998-04-30
CA 5640,"Commonwealth Employment Service, Kalgoorlie Job Centre, Western Australia",Local Office,Western Australia,1976-01-01,1998-04-30,1976-01-01,1998-04-30
CA 5641,"Commonwealth Employment Service, Karratha Job Centre, Western Australia",Local Office,Western Australia,1983-01-01,1998-04-30,1983-01-01,1998-04-30
CA 5642,"Commonwealth Employment Service, Mandurah Job Centre, Western Australia",Local Office,Western Australia,1981-01-01,1998-04-30,1981-01-01,1998-04-30
CA 5643,"Commonwealth Employment Service, Manjimup Job Centre, Western Australia",Local Office,Western Australia,1975-01-01,1998-04-30,1975-01-01,1998-04-30
CA 5644,"Commonwealth Employment Service, Merredin Job Centre, Western Australia",Local Office,Western Australia,1974-01-01,1998-04-30,1974-01-01,1998-04-30
CA 5645,"Commonwealth Employment Service, Northam Job Centre, Western Australia",Local Office,Western Australia,1985-01-01,1998-04-30,1985-01-01,1998-04-30
CA 5646,"Commonwealth Employment Service, South Hedland Job Centre, Western Australia",Local Office,Western Australia,1980-01-01,1998-04-30,1980-01-01,1998-04-30
CA 5649,"Higher Appointments Office/ (from 1967) Professional Employment Office, Western Australia",Regional or State Office,Western Australia,1946-01-01,1981-12-31,1946-01-01,1981-12-31
CA 5651,"Commonwealth Employment Service, Chermside [Queensland]",Local Office,Queensland,1973-01-01,1998-05-01,1973-01-01,1998-05-01
CA 5652,"Commonwealth Employment Service, Cleveland [Queensland]",Local Office,Queensland,1979-01-01,1998-04-30,1979-01-01,1998-04-30
CA 5653,"Commonwealth Employment Service, Coorparoo [Queensland]",Local Office,Queensland,1977-10-31,,1977-10-31,1992-12-31
CA 5654,"Commonwealth Employment Service, Fortitude Valley [Queensland]",Local Office,Queensland,1957-01-01,1998-04-30,1957-01-01,1998-04-30
CA 5655,"Commonwealth Employment Service, Inala [Queensland]",Local Office,Queensland,1963-01-01,1998-04-30,1963-01-01,1998-04-30
CA 5656,"Commonwealth Employment Service, Indooroopilly [Queensland]",Local Office,Queensland,1975-09-15,1998-04-30,1975-09-01,1998-04-30
CA 5657,"Commonwealth Employment Service, Ipswich [Queensland]",Local Office,Queensland,,1998-04-30,1987-01-01,1998-04-30
CA 5658,"Commonwealth Employment Service, Lutwyche [Queensland]",Local Office,Queensland,1984-12-10,,1984-12-10,1990-12-31
CA 5659,"Commonwealth Employment Service, Milton [Queensland]",Local Office,Queensland,1985-04-29,1998-04-30,1985-04-29,1998-04-30
CA 5660,"Commonwealth Employment Service, Mt Gravatt (Queensland)",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5661,"Commonwealth Employment Service, Nundah [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5662,"Commonwealth Employment Service, Redcliffe [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5663,"Commonwealth Employment Service, South Brisbane [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5664,"Commonwealth Employment Service, Strathpine [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5665,"Commonwealth Employment Service, Underwood [Queensland]",Local Office,Queensland,1984-07-01,1998-04-30,1984-07-01,1998-04-30
CA 5666,"Commonwealth Employment Service, Woodridge [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5667,"Commonwealth Employment Service, Woolloongabba [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5668,"Commonwealth Employment Service, Wynnum [Queensland]",Local Office,Queensland,1986-01-01,1998-04-30,1986-01-01,1998-04-30
CA 5669,"Commonwealth Employment Service, Bundaberg [Queensland]",Local Office,Queensland,1946-07-01,1998-04-30,1946-07-01,1998-04-30
CA 5670,"Commonwealth Employment Service, Caboolture [Queensland]",Local Office,Queensland,1989-02-20,1998-04-30,1989-02-20,1998-04-30
CA 5671,"Commonwealth Employment Service, Charleville [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5672,"Commonwealth Employment Service, Coolangatta [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5673,"Commonwealth Employment Service, Dalby [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5674,"Commonwealth Employment Service, Gladstone [Queensland]",Local Office,Queensland,1964-11-01,1994-07-01,1964-11-01,1994-07-01
CA 5675,"Commonwealth Employment Service, Gympie [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5676,"Commonwealth Employment Service, Longreach [Queensland]",Local Office,Queensland,1987-01-01,1994-07-01,1987-01-01,1994-07-01
CA 5677,"Commonwealth Employment Service, Maroochydore [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5678,"Commonwealth Employment Service, Maryborough [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5679,"Commonwealth Employment Service, Mermaid Beach [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5680,"Commonwealth Employment Service, Nambour [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5681,"Commonwealth Employment Service, Rockhampton [Queensland]",Local Office,Queensland,1946-01-01,1994-07-01,1946-01-01,1994-07-01
CA 5682,"Commonwealth Employment Service, Rockhampton North [Queensland]",Local Office,Queensland,1984-09-03,1993-07-01,1984-09-03,1993-07-01
CA 5683,"Commonwealth Employment Service, Southport [Queensland]",Local Office,Queensland,1962-07-01,1998-04-30,1962-07-01,1998-04-30
CA 5684,"Commonwealth Employment Service, Surfers Paradise [Queensland]",Local Office,Queensland,1984-07-01,1998-04-30,1984-07-01,1998-04-30
CA 5685,"Commonwealth Employment Service, Toowoomba [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5686,"Commonwealth Employment Service, Warwick [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5687,"Career Reference Centre, Brisbane [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5688,"Career Reference Centre, Surfers Paradise [Queensland]",Local Office,Queensland,1987-01-01,1998-04-30,1987-01-01,1998-04-30
CA 5839,"Commonwealth Employment Service, Goodna, [Queensland]",Local Office,Queensland,1987-02-02,1998-05-01,1987-02-02,1998-05-01
CA 5858,"Department of Employment, Education and Training, Queensland State Office",Regional or State Office,Queensland,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 5986,"Department of Employment, Education and Training, National Office",Department of State,Australian Capital Territory,1987-07-24,1996-03-11,1987-07-24,1996-03-11
CA 6015,National Aboriginal Employment Development Committee,Head Office,Victoria,1978-01-01,,1978-01-01,
CA 6159,"Department of Employment, Education and Training, State Office, Tasmania [Employment and Training]",Regional or State Office,Tasmania,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6348,"Department of Employment, Education and Training, State Office [I], New South Wales",Regional or State Office,New South Wales,1987-07-24,1990-03-01,1987-07-24,1990-03-01
CA 6351,"Department of Employment, Education and Training, Education Division, New South Wales",Regional or State Office,New South Wales,1987-07-24,1990-03-01,1987-07-24,1994-07-01
CA 6594,"Department of Employment, Education and Training, South Australia State Office [Employment Division]",Regional or State Office,South Australia,1987-07-24,1989-12-31,1987-07-24,1989-12-31
CA 6595,"Professional Employment Office, Adelaide [South Australia]",Regional or State Office,South Australia,1975-01-01,1984-02-29,1975-01-01,1984-02-29
CA 6597,"Department of Employment, Education and Training, State Office, South Australia",Regional or State Office,South Australia,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6668,"Department of Employment, Education and Training, Education Division, Western Australia",Regional or State Office,Western Australia,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6670,"Department of Employment, Education and Training, Employment Division, Western Australian",Regional or State Office,Western Australia,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6682,"Department of Employment, Education and Training, ACT Regional Office",Regional or State Office,Australian Capital Territory,1987-07-24,1990-03-01,1987-07-24,1990-03-01
CA 6704,"Senate Standing Committee on Employment, Education and Training",Head Office,Australian Capital Territory,1987-09-22,1994-10-10,1987-09-22,1994-10-10
CA 6713,"Department of Employment, Education and Training, Central Office, Melbourne",Head Office,Victoria,1987-07-24,1989-01-28,1987-07-24,1989-01-28
CA 6721,"Department of Employment, Education and Training, Victorian State Office (Education Division)",Regional or State Office,Victoria,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6743,"Department of Employment, Education and Training, State (Territory) Office, Northern Territory [Darwin]",Regional or State Office,Northern Territory,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6744,"Department of Employment, Education and Training, Alice Springs [Education component] [Northern Territory]",Local Office,Northern Territory,1987-07-24,1992-08-01,1987-07-24,1992-08-01
CA 6745,"Department of Employment, Education and Training, Katherine [Education component] [Northern Territory]",Local Office,Northern Territory,1987-07-24,1994-07-01,1987-07-24,1994-07-01
CA 6746,"Department of Employment, Education and Training, Tennant Creek [Northern Territory]",Local Office,Northern Territory,1987-07-24,1992-08-01,1987-07-24,1992-08-01
